warlock	witch
ghetto	quarter
snuff	touch
nitrazepam	benzodiazepine
tanbark	bark
tabard	tunic
dissection	analysis
erotic	sensualist
reproducibility	dependability
instar	arthropod
neurogenesis	growth
cryosurgery	operation
armilla	bracelet
adulation	flattery
dabbler	amateur
failing	failure
iodine	halogen
cathedra	throne
cancellation	nullification
toadstool	agaric
hippie	reformer
bigamy	marriage
instrumentality	unit
column	upright
admixture	impurity
registrar	employee
thinness	consistency
offense	operation
sextet	set
menace	danger
pedophilia	paraphilia
perplexity	confusion
sulfonylurea	antidiabetic
fuller	workman
shift	translation
sensuousness	sensibility
amphotericin	antibiotic
tragopan	pheasant
edging	border
1850s	decade
elimination	discharge
solan	gannet
pitch	bitumen
autoimmunity	pathology
shallowness	depth
elder	adult
halfback	back
brownie	cookie
binding	sewing
cherry	drupe
turban	headdress
stander	organism
creativity	ability
avionics	aeronautics
athlete	contestant
chamomile	herb
flotilla	fleet
extravagance	waste
canter	gait
austerity	self-discipline
cardinal	bishop
blockage	obstruction
hotelier	administrator
everlasting	composite
grisaille	chiaroscuro
prohibition	action
staphylococcus	coccus
knacker	wrecker
glaze	polish
keratoplasty	transplant
gate	passageway
comb	tool
inlay	decoration
pocket	opening
rhabdomyosarcoma	sarcoma
penetrator	intruder
surface	layer
ghillie	shoe
runner	rug
jolly	party
musicianship	art
moonwalk	walk
corruption	immorality
ripple	wave
counter	calculator
curfew	deadline
chinchilla	coating
force	organization
playbox	box
outfit	unit
lightening	descent
lion	celebrity
perfidy	disloyalty
shot	expert
game	occupation
metamorphosis	transformation
rendition	persecution
noodle	pasta
sin	transgression
failure	fortune
hunch	bending
acrobatics	flight
goose	poultry
tattletale	gossip
heritage	practice
kob	waterbuck
birthright	inheritance
crepe	paper
antiquity	artifact
vicuna	wool
portfolio	list
dockyard	waterfront
signora	wife
mouton	meat
side	region
basics	fact
catcher	position
cannon	gun
moa	ratite
amity	friendliness
groundhog	marmot
virology	medicine
prepayment	payment
best	attempt
amateurism	conviction
pyromaniac	lunatic
swath	space
headsail	sail
correction	improvement
clog	hindrance
curio	object
bushing	insulator
procedure	proceeding
dracaena	agave
pentacle	star
twopence	coin
coral	roe
terminal	station
malacology	zoology
instillation	liquid
nationalism	ambition
letterhead	stationery
instantiation	representation
1780s	decade
third	rank
reliquary	container
whisper	speaking
rag	week
straightness	shape
tranche	share
gulp	swallow
lovesickness	pining
dunker	eater
earache	ache
flock	congregation
internment	captivity
davenport	convertible
depreciation	decrease
petiole	stalk
armet	helmet
ma	mother
lacework	work
pornographer	showman
hypochondriac	patient
mystery	story
streetlight	lamp
duster	pitch
bullring	stadium
voluntary	solo
groin	edge
thiopental	barbiturate
sciatica	neuralgia
vulnerability	danger
dollar	symbol
sturdiness	strength
yeshiva	academy
scansion	meter
naturopathy	treatment
cytogenetics	cytology
obstacle	obstruction
tailpipe	pipe
arrival	action
resultant	degree
colloquium	conference
cell	compartment
bigot	partisan
angioplasty	operation
contribution	sum
unanimity	agreement
set-back	structure
collectible	curio
bearberry	holly
fashion	practice
emptying	removal
salter	merchant
drawl	accent
exacerbation	exasperation
starches	foodstuff
archivist	collector
waratah	shrub
edema	swelling
duplicator	apparatus
mate	holly
evaluation	judgment
gulf	disparity
home	residence
munition	armament
stroke	touch
shariah	law
application	effort
eosinophil	leukocyte
gingerbread	cake
no	negative
engineer	person
flail	implement
placebo	medicine
fenestration	placement
subornation	provocation
howl	utterance
feeling	state
stinger	abuse
sample	example
stretch	exercise
root	form
realist	philosopher
appraisal	classification
mailboat	boat
solidity	fullness
etiquette	rule
dowdy	pastry
sabot	shoe
opsin	protein
boards	boarding
winker	person
gratuity	prize
accusation	assertion
well	vessel
indaba	council
covering	protection
acuteness	sharpness
electromagnet	magnet
pestilence	influence
epistle	letter
discipleship	position
clerkship	position
preparation	harmony
rubber	latex
exhibitionism	ostentation
inability	quality
fodder	feed
lace	cord
quality	property
brazier	heater
approach	similarity
monitor	lizard
reprieve	relief
infantilism	misbehavior
gain	sum
contemplative	person
convener	caller
enlistment	commitment
canary	singer
autoclave	vessel
creed	doctrine
budget	fund
displeasure	annoyance
neurosurgeon	surgeon
ringer	double
miter	surface
syndicator	businessman
chlorobenzene	solvent
nationalism	doctrine
carriage	mechanism
tempest	windstorm
invention	creativity
shuffle	reordering
bunker	container
cardinality	number
raid	embezzlement
nonpareil	sweet
film	medium
ward	block
shucks	saying
cuneiform	script
carnosaur	theropod
campsite	site
storybook	book
immobilization	restraint
monotone	note
seventh	rank
humbleness	obscurity
matrix	rock
sapphire	jewel
swindle	fraud
fibbing	lying
self-knowledge	understanding
hardware	weaponry
hearer	perceiver
snuffer	implement
honorarium	reward
punctuation	mark
contortionist	acrobat
kumquat	citrus
chokecherry	fruit
interrupt	signal
whip	legislator
rawness	damp
naturalization	naturalness
concha	structure
dowse	divination
encapsulation	condition
ribbon	strip
alarm	fear
ornamentation	state
period	punctuation
padlock	lock
referee	lawyer
literati	intelligentsia
influence	power
cot	bed
gerontologist	specialist
integral	calculation
frostiness	coldness
flaw	imperfection
earmark	marker
discipline	system
menorah	candelabrum
vehicle	substance
rotisserie	oven
discord	disorder
faience	earthenware
caff	cafe
precondition	prerequisite
sect	religion
commotion	disturbance
cupola	dome
cuff	lap
glume	bract
glare	brightness
manufacturer	business
thrombophlebitis	phlebitis
heparin	polysaccharide
centralization	gather
italic	font
usher	escort
catechumen	student
snuff	char
exaggeration	misrepresentation
baklava	pastry
newcomer	novice
reproach	rebuke
area	structure
makeshift	expedient
approach	conceptualization
sisal	agave
yenta	gossip
worrier	spoilsport
station	facility
cope	cloak
stocktaking	reappraisal
coquille	dish
backpack	bag
isomer	compound
imprint	influence
quarrel	dispute
confectioner	maker
glance	look
seeker	person
prosthodontics	dentistry
farrow	parturition
weka	rail
rote	memorization
trimmer	capacitor
pillbox	millinery
chocolate	brown
bullfight	spectacle
columnist	journalist
catchphrase	motto
folklore	lore
barge	boat
deflator	factor
numerator	dividend
cathedral	church
antrum	cavity
attrition	sorrow
power	quality
wagoner	driver
scenarist	writer
nanny	goat
exposure	disclosure
checkout	counter
chicken	poultry
trioxide	oxide
guinea	coin
toss	motion
sulk	temper
glow	feeling
mix	concoction
phalanx	crowd
recommendation	advice
caper	shrub
pathos	quality
inwardness	introversion
timekeeper	clerk
ointment	remedy
improvement	transformation
anthophyllite	amphibole
idiosyncrasy	peculiarity
heavy	actor
sigma	letter
yarder	winch
caprice	desire
break	dash
hajj	pilgrimage
microevolution	evolution
hovel	shelter
head	toilet
exchange	commerce
decontamination	removal
firkin	keg
conceit	trait
number	company
go-getter	actor
honoree	recipient
texture	constitution
loam	soil
replica	copy
periwinkle	herb
purse	bag
numeral	symbol
rubber	synthetic
bulk	mass
autolysis	lysis
hunter-gatherer	savage
codex	list
rarity	scarcity
silique	capsule
calyx	coil
poster	sign
confidence	hopefulness
babysitting	care
seller	merchant
stinginess	trait
unevenness	inequality
dealings	interchange
father-figure	man
acceleration	change
stakeholder	neutral
addiction	craving
momentum	force
criticality	juncture
darning	repair
brace	stock
sawdust	wood
balbriggan	knit
acquisitiveness	greed
rapier	sword
honesty	herb
millwork	woodwork
soupspoon	spoon
forest	land
stele	antiquity
preference	liking
saucer	flatware
weir	fence
carob	bean
worker	insect
immediacy	celerity
sump	reservoir
variety	difference
pastorship	position
aster	flower
bureaucrat	official
politics	activity
climate	condition
imbecility	retardation
ironing	garment
pettiness	unimportance
prosthetics	medicine
centerfold	foldout
festschrift	memorial
ownership	relation
beefsteak	steak
bluestem	grass
bandbox	box
daybook	ledger
floor	right
heroine	woman
completeness	integrity
toyon	shrub
demand	request
rudiment	fundamentals
repression	control
rabbinate	position
spacing	rate
opiate	narcotic
phosphate	salt
countertenor	alto
vamp	accompaniment
pivot	marcher
angularity	shape
prothorax	thorax
reverse	happening
canna	herb
inanity	meaninglessness
enrichment	improvement
tucker	yoke
checkpoint	stop
radiopharmaceutical	pharmaceutical
ease	affluence
fishpond	pond
take	filming
establishment	structure
mash	suspension
tall	size
end	point
return	run
turnstone	plover
couple	family
duplication	copying
den	unit
roundhead	person
exarch	viceroy
fast	abstinence
gravure	print
transgression	action
primidone	anticonvulsant
vampirism	action
splicer	worker
mongoloid	idiot
rachis	axis
congress	meeting
cession	relinquishment
probe	research
delay	pause
imputation	attribution
cross-examination	interrogation
shyster	wrongdoer
lacquer	coating
cry	utterance
trawler	fisherman
cup	container
belemnite	fossil
show	entertainment
jump	transition
astigmatism	condition
ragwort	weed
co-ed	undergraduate
possession	enchantment
reluctance	unwillingness
toolshed	shed
stoichiometry	ratio
exhaust	waste
drugstore	shop
restraint	restriction
bail	recognizance
admiralty	position
violet	viola
gourd	fruit
accelerator	pedal
rooftop	top
thermosphere	layer
counterintelligence	intelligence
stitch	pain
variation	process
hovercraft	craft
seventieth	rank
affiliation	association
launderette	laundry
carissa	shrub
endurance	strength
rake	tool
pessimist	skeptic
dace	cyprinid
cremains	cadaver
remove	distance
baron	peer
section	slice
feeding	provision
eyelet	hole
predation	hunt
hydroxide	compound
change	consequence
veto	vote
predetermination	determination
bookmark	marker
urbanity	quality
pharmaceutical	medicine
kill	destruction
pot	cannabis
gyrfalcon	falcon
laughter	activity
passing	movement
tare	vetch
carousel	ride
geodesic	line
seminar	course
mesa	tableland
player	contestant
tanker	soldier
flaw	failing
inosine	nucleoside
truss	bandage
vegetation	collection
waking	consciousness
speck	spot
mail	message
measure	maneuver
stridulation	noise
immunoassay	bioassay
rifampin	antibacterial
indisposition	illness
receptacle	fitting
tammy	fabric
participle	verb
dermatomyositis	myositis
aloneness	disposition
exporting	commerce
pastry	dough
peregrine	falcon
drink	intemperance
filer	litigant
pique	annoyance
bitterroot	wildflower
subdivision	division
chill	apprehension
platitude	truism
pace	step
wake	wave
choroid	membrane
transposition	playing
intussusception	growth
muncher	chewer
calculator	expert
drought	dryness
retribution	correction
heterosis	tendency
chatelaine	chain
collapse	happening
grounding	fastening
fluorosis	pathology
flit	motion
readability	intelligibility
shed	outbuilding
subrogation	substitution
straggle	group
kino	tree
orphanage	condition
conductor	musician
clubhouse	building
crucifixion	execution
reel	winder
bottom	side
carbohydrate	macromolecule
loser	contestant
songbook	book
ply	strand
clampdown	limitation
firstborn	offspring
killer	difficulty
cross	structure
hire	employee
shell	covering
phase	appearance
genesis	beginning
stigma	spiracle
satiation	gratification
inspection	examination
lasher	driver
course	action
aversion	avoidance
pentimento	painting
ordinariness	quality
cytokine	protein
matron	wife
gasket	seal
balderdash	nonsense
fireman	defender
ecosystem	system
cockpit	pit
whisk	broom
seat	center
rusher	person
decentralization	spread
package	container
airstream	wind
porter	laborer
manse	residence
dacoit	thief
valentine	sweetheart
mintage	fee
evening	day
scrubland	country
shipping	conveyance
dietary	fare
nightcap	game
reception	party
babushka	headscarf
mullein	herb
exercise	ceremony
groove	depression
use	utility
reorganization	organization
centrex	central
invitation	request
checklist	list
end	boundary
slam	noise
portraitist	painter
logjam	mass
relative	person
interpellation	order
orbit	path
vanadate	salt
sangoma	therapist
dominatrix	woman
cavern	cave
filament	wire
acronym	form
right	interest
relief	liberation
stillness	calmness
pretense	deception
velar	consonant
qadi	judge
silverpoint	drawing
admirer	lover
inhalant	medicine
tessera	tile
bonemeal	organic
berry	fruit
umbrella	defense
jetliner	jet
complaint	objection
logic	principle
trapeze	swing
job	product
agio	charge
biped	animal
shield	armor
greediness	selfishness
delay	inactivity
emblem	symbol
codefendant	defendant
saltation	mutation
path	way
catalyst	activator
absurdity	nonsense
pocket	funds
headmaster	principal
rattan	switch
pass	flight
laryngitis	inflammation
reappraisal	appraisal
occiput	bone
scaup	duck
retrenchment	economy
stylist	artist
stewardess	steward
background	noise
lymphadenopathy	pathology
subscription	contribution
court	deference
ti	shrub
pole	opinion
payables	liabilities
tender	ship
justiciary	jurisdiction
accident	happening
broadcloth	fabric
playoff	contest
charwoman	cleaner
order	state
throb	pulse
blockade	obstruction
1760s	decade
elephant	pachyderm
piping	playing
celebrant	priest
scow	barge
bachelor	man
plectranthus	houseplant
excellence	feature
receivership	proceeding
ripsaw	handsaw
web	object
database	information
career	occupation
breeches	trouser
re-formation	reconstruction
tallgrass	grass
tenter	framework
milestone	juncture
bollworm	caterpillar
base	flank
chicory	root
logic	system
antagonism	dislike
primitive	formula
puce	brown
reorientation	orientation
tessellation	juxtaposition
coroner	investigator
externalization	objectification
batch	collection
consulship	position
vellum	parchment
gap	dispute
indulgence	absolution
kingship	rank
export	commodity
make-believe	pretense
voucher	document
chloroquine	antimalarial
mosaic	photograph
respects	message
reminder	experience
relation	abstraction
borough	town
deal	distribution
petroglyph	carving
chopper	tooth
